Issuer,Currency,Coupon,Yield,Moody's Rating,Maturity Date,Bid,Ask,Source URL,Scrape Date,ISIN,Issue Date
"Canada, Government of...",CAD,2.25%,2.94%,Aaa,6/1/2029,97.21,97.44,https://markets.businessinsider.com/bonds/finder?borrower=71&maturity=midterm&yield=&bondtype=2%2c3%2c4%2c16&coupon=&currency=184&rating=&country=19,2025-01-10,ca135087j397,7/27/2018
"Canada, Government of...",CAD,3.25%,3.32%,Aaa,12/1/2034,99.33,99.48,https://markets.businessinsider.com/bonds/finder?borrower=71&maturity=midterm&yield=&bondtype=2%2c3%2c4%2c16&coupon=&currency=184&rating=&country=19,2025-01-10,ca135087s216,7/12/2024
"Canada, Government of...",CAD,1.50%,3.21%,Aaa,12/1/2031,89.56,89.83,https://markets.businessinsider.com/bonds/finder?borrower=71&maturity=midterm&yield=&bondtype=2%2c3%2c4%2c16&coupon=&currency=184&rating=&country=19,2025-01-10,ca135087n266,10/25/2021
"Canada, Government of...",CAD,3.50%,3.04%,Aaa,9/1/2029,101.98,102.11,https://markets.businessinsider.com/bonds/finder?borrower=71&maturity=midterm&yield=&bondtype=2%2c3%2c4%2c16&coupon=&currency=184&rating=&country=19,2025-01-10,ca135087r895,4/8/2024
"Canada, Government of...",CAD,2.25%,3.07%,Aaa,12/1/2029,96.32,96.75,https://markets.businessinsider.com/bonds/finder?borrower=71&maturity=midterm&yield=&bondtype=2%2c3%2c4%2c16&coupon=&currency=184&rating=&country=19,2025-01-10,ca135087n670,3/29/2022
"Canada, Government of...",CAD,3.00%,3.32%,Aaa,6/1/2034,97.47,97.6,https://markets.businessinsider.com/bonds/finder?borrower=71&maturity=midterm&yield=&bondtype=2%2c3%2c4%2c16&coupon=&currency=184&rating=&country=19,2025-01-10,ca135087r481,12/27/2023
"Canada, Government of...",CAD,2.00%,2.94%,Aaa,6/1/2028,97,97.06,https://markets.businessinsider.com/bonds/finder?borrower=71&maturity=midterm&yield=&bondtype=2%2c3%2c4%2c16&coupon=&currency=184&rating=&country=19,2025-01-10,ca135087h235,8/1/2017
"Canada, Government of...",CAD,5.75%,2.95%,Aaa,6/1/2029,111.37,111.48,https://markets.businessinsider.com/bonds/finder?borrower=71&maturity=midterm&yield=&bondtype=2%2c3%2c4%2c16&coupon=&currency=184&rating=&country=19,2025-01-10,ca135087wl43,2/2/1998
"Canada, Government of...",CAD,0.50%,3.12%,Aaa,12/1/2030,86.08,86.31,https://markets.businessinsider.com/bonds/finder?borrower=71&maturity=midterm&yield=&bondtype=2%2c3%2c4%2c16&coupon=&currency=184&rating=&country=19,2025-01-10,ca135087l443,10/5/2020
"Canada, Government of...",CAD,3.25%,2.97%,Aaa,9/1/2028,100.93,101.18,https://markets.businessinsider.com/bonds/finder?borrower=71&maturity=midterm&yield=&bondtype=2%2c3%2c4%2c16&coupon=&currency=184&rating=&country=19,2025-01-10,ca135087q491,4/21/2023
"Canada, Government of...",CAD,4.00%,2.99%,Aaa,3/1/2029,103.88,104.01,https://markets.businessinsider.com/bonds/finder?borrower=71&maturity=midterm&yield=&bondtype=2%2c3%2c4%2c16&coupon=&currency=184&rating=&country=19,2025-01-10,ca135087q988,10/13/2023
"Canada, Government of...",CAD,2.75%,3.06%,Aaa,3/1/2030,97.96,97.96,https://markets.businessinsider.com/bonds/finder?borrower=71&maturity=midterm&yield=&bondtype=2%2c3%2c4%2c16&coupon=&currency=184&rating=&country=19,2025-01-10,ca135087s471,10/3/2024
"Canada, Government of...",CAD,2.00%,3.23%,Aaa,6/1/2032,92.04,92.28,https://markets.businessinsider.com/bonds/finder?borrower=71&maturity=midterm&yield=&bondtype=2%2c3%2c4%2c16&coupon=&currency=184&rating=&country=19,2025-01-10,ca135087n597,3/16/2022
"Canada, Government of...",CAD,3.25%,3.32%,Aaa,12/1/2033,99.52,99.87,https://markets.businessinsider.com/bonds/finder?borrower=71&maturity=midterm&yield=&bondtype=2%2c3%2c4%2c16&coupon=&currency=184&rating=&country=19,2025-01-10,ca135087q723,6/26/2023
"Canada, Government of...",CAD,3.50%,3.30%,Aaa,3/1/2034,101.56,101.73,https://markets.businessinsider.com/bonds/finder?borrower=71&maturity=midterm&yield=&bondtype=2%2c3%2c4%2c16&coupon=&currency=184&rating=&country=19,2025-01-10,ca135087r713,3/1/2024
"Canada, Government of...",CAD,3.50%,2.92%,Aaa,3/1/2028,101.71,101.94,https://markets.businessinsider.com/bonds/finder?borrower=71&maturity=midterm&yield=&bondtype=2%2c3%2c4%2c16&coupon=&currency=184&rating=&country=19,2025-01-10,ca135087p576,10/21/2022
"Canada, Government of...",CAD,5.75%,3.22%,Aaa,6/1/2033,117.7,118.17,https://markets.businessinsider.com/bonds/finder?borrower=71&maturity=midterm&yield=&bondtype=2%2c3%2c4%2c16&coupon=&currency=184&rating=&country=19,2025-01-10,ca135087xg49,10/15/2001
"Canada, Government of...",CAD,1.50%,3.17%,Aaa,6/1/2031,90.45,90.7,https://markets.businessinsider.com/bonds/finder?borrower=71&maturity=midterm&yield=&bondtype=2%2c3%2c4%2c16&coupon=&currency=184&rating=&country=19,2025-01-10,ca135087m276,4/26/2021
"Canada, Government of...",CAD,2.50%,3.25%,Aaa,12/1/2032,94.86,95.11,https://markets.businessinsider.com/bonds/finder?borrower=71&maturity=midterm&yield=&bondtype=2%2c3%2c4%2c16&coupon=&currency=184&rating=&country=19,2025-01-10,ca135087p329,8/8/2022
"Canada, Government of...",CAD,0.50%,3.03%,Aaa,9/1/2025,98.33,98.41,https://markets.businessinsider.com/bonds/finder?p=1&borrower=71&maturity=shortterm&yield=&bondtype=2%2c3%2c4%2c16&coupon=&currency=184&rating=&country=19,2025-01-11,ca135087k940,4/3/2020
"Canada, Government of...",CAD,4.50%,2.96%,Aaa,2/1/2026,101.4,101.48,https://markets.businessinsider.com/bonds/finder?p=1&borrower=71&maturity=shortterm&yield=&bondtype=2%2c3%2c4%2c16&coupon=&currency=184&rating=&country=19,2025-01-11,ca135087r226,11/1/2023
"Canada, Government of...",CAD,8.00%,2.84%,Aaa,6/1/2027,111.19,111.55,https://markets.businessinsider.com/bonds/finder?p=1&borrower=71&maturity=shortterm&yield=&bondtype=2%2c3%2c4%2c16&coupon=&currency=184&rating=&country=19,2025-01-11,ca135087vw17,5/1/1996
"Canada, Government of...",CAD,4.00%,2.97%,Aaa,8/3/2026,101.29,101.51,https://markets.businessinsider.com/bonds/finder?p=1&borrower=71&maturity=shortterm&yield=&bondtype=2%2c3%2c4%2c16&coupon=&currency=184&rating=&country=19,2025-01-11,ca135087r978,5/6/2024
"Canada, Government of...",CAD,3.25%,3.27%,Aaa,11/1/2026,-,-,https://markets.businessinsider.com/bonds/finder?p=1&borrower=71&maturity=shortterm&yield=&bondtype=2%2c3%2c4%2c16&coupon=&currency=184&rating=&country=19,2025-01-11,ca135087s398,8/2/2024
"Canada, Government of...",CAD,3.00%,2.95%,Aaa,2/1/2027,99.75,99.98,https://markets.businessinsider.com/bonds/finder?p=1&borrower=71&maturity=shortterm&yield=&bondtype=2%2c3%2c4%2c16&coupon=&currency=184&rating=&country=19,2025-01-11,ca135087s547,11/1/2024
"Canada, Government of...",CAD,2.25%,3.12%,Aaa,6/1/2025,99.58,99.66,https://markets.businessinsider.com/bonds/finder?p=1&borrower=71&maturity=shortterm&yield=&bondtype=2%2c3%2c4%2c16&coupon=&currency=184&rating=&country=19,2025-01-11,ca135087d507,6/30/2014
"Canada, Government of...",CAD,1.00%,2.82%,Aaa,6/1/2027,95.03,96.06,https://markets.businessinsider.com/bonds/finder?p=1&borrower=71&maturity=shortterm&yield=&bondtype=2%2c3%2c4%2c16&coupon=&currency=184&rating=&country=19,2025-01-11,ca135087f825,8/3/2016
"Canada, Government of...",CAD,0.25%,2.97%,Aaa,3/1/2026,96.85,96.93,https://markets.businessinsider.com/bonds/finder?p=1&borrower=71&maturity=shortterm&yield=&bondtype=2%2c3%2c4%2c16&coupon=&currency=184&rating=&country=19,2025-01-11,ca135087l518,10/9/2020
"Canada, Government of...",CAD,1.00%,2.88%,Aaa,9/1/2026,96.8,96.88,https://markets.businessinsider.com/bonds/finder?p=1&borrower=71&maturity=shortterm&yield=&bondtype=2%2c3%2c4%2c16&coupon=&currency=184&rating=&country=19,2025-01-11,ca135087l930,4/16/2021
"Canada, Government of...",CAD,9.00%,3.04%,Aaa,6/1/2025,102.11,102.33,https://markets.businessinsider.com/bonds/finder?p=1&borrower=71&maturity=shortterm&yield=&bondtype=2%2c3%2c4%2c16&coupon=&currency=184&rating=&country=19,2025-01-11,ca135087vh40,8/2/1994
"Canada, Government of...",CAD,3.00%,3.01%,Aaa,10/1/2025,99.86,99.94,https://markets.businessinsider.com/bonds/finder?p=1&borrower=71&maturity=shortterm&yield=&bondtype=2%2c3%2c4%2c16&coupon=&currency=184&rating=&country=19,2025-01-11,ca135087p246,7/25/2022
"Canada, Government of...",CAD,3.75%,-,Aaa,2/1/2025,99.96,100.04,https://markets.businessinsider.com/bonds/finder?p=1&borrower=71&maturity=shortterm&yield=&bondtype=2%2c3%2c4%2c16&coupon=&currency=184&rating=&country=19,2025-01-11,ca135087p659,11/2/2022
"Canada, Government of...",CAD,3.75%,3.05%,Aaa,5/1/2025,100.14,100.21,https://markets.businessinsider.com/bonds/finder?p=1&borrower=71&maturity=shortterm&yield=&bondtype=2%2c3%2c4%2c16&coupon=&currency=184&rating=&country=19,2025-01-11,ca135087q319,2/10/2023
"Canada, Government of...",CAD,4.50%,3.00%,Aaa,11/1/2025,101.03,101.13,https://markets.businessinsider.com/bonds/finder?p=1&borrower=71&maturity=shortterm&yield=&bondtype=2%2c3%2c4%2c16&coupon=&currency=184&rating=&country=19,2025-01-11,ca135087q806,8/4/2023
"Canada, Government of...",CAD,1.50%,3.20%,Aaa,4/1/2025,99.59,99.67,https://markets.businessinsider.com/bonds/finder?p=1&borrower=71&maturity=shortterm&yield=&bondtype=2%2c3%2c4%2c16&coupon=&currency=184&rating=&country=19,2025-01-11,ca135087n340,1/24/2022
"Canada, Government of...",CAD,1.25%,3.26%,Aaa,3/1/2025,99.7,99.77,https://markets.businessinsider.com/bonds/finder?p=1&borrower=71&maturity=shortterm&yield=&bondtype=2%2c3%2c4%2c16&coupon=&currency=184&rating=&country=19,2025-01-11,ca135087k528,10/11/2019
"Canada, Government of...",CAD,2.75%,2.92%,Aaa,9/1/2027,99.21,99.3,https://markets.businessinsider.com/bonds/finder?p=1&borrower=71&maturity=shortterm&yield=&bondtype=2%2c3%2c4%2c16&coupon=&currency=184&rating=&country=19,2025-01-11,ca135087n837,5/13/2022
"Canada, Government of...",CAD,3.00%,2.95%,Aaa,4/1/2026,99.87,99.95,https://markets.businessinsider.com/bonds/finder?p=1&borrower=71&maturity=shortterm&yield=&bondtype=2%2c3%2c4%2c16&coupon=&currency=184&rating=&country=19,2025-01-11,ca135087p816,1/20/2023
"Canada, Government of...",CAD,4.00%,2.98%,Aaa,5/1/2026,101.07,101.31,https://markets.businessinsider.com/bonds/finder?p=1&borrower=71&maturity=shortterm&yield=&bondtype=2%2c3%2c4%2c16&coupon=&currency=184&rating=&country=19,2025-01-11,ca135087r556,2/12/2024
"Canada, Government of...",CAD,3.25%,3.27%,Aaa,11/1/2026,-,-,https://markets.businessinsider.com/bonds/finder?p=2&borrower=71&maturity=shortterm&yield=&bondtype=2%2c3%2c4%2c16&coupon=&currency=184&rating=&country=19,2025-01-11,ca135087s398,8/2/2024
"Canada, Government of...",CAD,3.00%,2.95%,Aaa,2/1/2027,99.75,99.98,https://markets.businessinsider.com/bonds/finder?p=2&borrower=71&maturity=shortterm&yield=&bondtype=2%2c3%2c4%2c16&coupon=&currency=184&rating=&country=19,2025-01-11,ca135087s547,11/1/2024
"Canada, Government of...",CAD,9.00%,3.04%,Aaa,6/1/2025,102.11,102.33,https://markets.businessinsider.com/bonds/finder?p=2&borrower=71&maturity=shortterm&yield=&bondtype=2%2c3%2c4%2c16&coupon=&currency=184&rating=&country=19,2025-01-11,ca135087vh40,8/2/1994
"Canada, Government of...",CAD,8.00%,2.84%,Aaa,6/1/2027,111.19,111.55,https://markets.businessinsider.com/bonds/finder?p=2&borrower=71&maturity=shortterm&yield=&bondtype=2%2c3%2c4%2c16&coupon=&currency=184&rating=&country=19,2025-01-11,ca135087vw17,5/1/1996
"Canada, Government of...",CAD,2.00%,2.94%,Aaa,6/1/2028,96.62,96.74,https://markets.businessinsider.com/bonds/finder?borrower=71&maturity=midterm&yield=&bondtype=2%2c3%2c4%2c16&coupon=&currency=184&rating=&country=19,2025-01-11,ca135087h235,8/1/2017
"Canada, Government of...",CAD,2.25%,2.94%,Aaa,6/1/2029,96.62,97.08,https://markets.businessinsider.com/bonds/finder?borrower=71&maturity=midterm&yield=&bondtype=2%2c3%2c4%2c16&coupon=&currency=184&rating=&country=19,2025-01-11,ca135087j397,7/27/2018
"Canada, Government of...",CAD,3.00%,3.32%,Aaa,6/1/2034,96.65,96.93,https://markets.businessinsider.com/bonds/finder?borrower=71&maturity=midterm&yield=&bondtype=2%2c3%2c4%2c16&coupon=&currency=184&rating=&country=19,2025-01-11,ca135087r481,12/27/2023
"Canada, Government of...",CAD,4.00%,2.99%,Aaa,3/1/2029,103.34,103.6,https://markets.businessinsider.com/bonds/finder?borrower=71&maturity=midterm&yield=&bondtype=2%2c3%2c4%2c16&coupon=&currency=184&rating=&country=19,2025-01-11,ca135087q988,10/13/2023
"Canada, Government of...",CAD,3.50%,3.04%,Aaa,9/1/2029,101.4,101.66,https://markets.businessinsider.com/bonds/finder?borrower=71&maturity=midterm&yield=&bondtype=2%2c3%2c4%2c16&coupon=&currency=184&rating=&country=19,2025-01-11,ca135087r895,4/8/2024
"Canada, Government of...",CAD,2.75%,3.06%,Aaa,3/1/2030,-,-,https://markets.businessinsider.com/bonds/finder?borrower=71&maturity=midterm&yield=&bondtype=2%2c3%2c4%2c16&coupon=&currency=184&rating=&country=19,2025-01-11,ca135087s471,10/3/2024
"Canada, Government of...",CAD,5.75%,2.95%,Aaa,6/1/2029,110.79,110.99,https://markets.businessinsider.com/bonds/finder?borrower=71&maturity=midterm&yield=&bondtype=2%2c3%2c4%2c16&coupon=&currency=184&rating=&country=19,2025-01-11,ca135087wl43,2/2/1998
"Canada, Government of...",CAD,2.00%,3.23%,Aaa,6/1/2032,91.29,91.77,https://markets.businessinsider.com/bonds/finder?borrower=71&maturity=midterm&yield=&bondtype=2%2c3%2c4%2c16&coupon=&currency=184&rating=&country=19,2025-01-11,ca135087n597,3/16/2022
"Canada, Government of...",CAD,1.50%,3.17%,Aaa,6/1/2031,89.76,90.26,https://markets.businessinsider.com/bonds/finder?borrower=71&maturity=midterm&yield=&bondtype=2%2c3%2c4%2c16&coupon=&currency=184&rating=&country=19,2025-01-11,ca135087m276,4/26/2021
"Canada, Government of...",CAD,1.50%,3.21%,Aaa,12/1/2031,88.93,89.39,https://markets.businessinsider.com/bonds/finder?borrower=71&maturity=midterm&yield=&bondtype=2%2c3%2c4%2c16&coupon=&currency=184&rating=&country=19,2025-01-11,ca135087n266,10/25/2021
"Canada, Government of...",CAD,2.25%,3.07%,Aaa,12/1/2029,95.61,96.47,https://markets.businessinsider.com/bonds/finder?borrower=71&maturity=midterm&yield=&bondtype=2%2c3%2c4%2c16&coupon=&currency=184&rating=&country=19,2025-01-11,ca135087n670,3/29/2022
"Canada, Government of...",CAD,3.50%,3.30%,Aaa,3/1/2034,100.7,101.04,https://markets.businessinsider.com/bonds/finder?borrower=71&maturity=midterm&yield=&bondtype=2%2c3%2c4%2c16&coupon=&currency=184&rating=&country=19,2025-01-11,ca135087r713,3/1/2024
"Canada, Government of...",CAD,5.75%,3.22%,Aaa,6/1/2033,116.66,117.58,https://markets.businessinsider.com/bonds/finder?borrower=71&maturity=midterm&yield=&bondtype=2%2c3%2c4%2c16&coupon=&currency=184&rating=&country=19,2025-01-11,ca135087xg49,10/15/2001
"Canada, Government of...",CAD,0.50%,3.12%,Aaa,12/1/2030,85.39,85.87,https://markets.businessinsider.com/bonds/finder?borrower=71&maturity=midterm&yield=&bondtype=2%2c3%2c4%2c16&coupon=&currency=184&rating=&country=19,2025-01-11,ca135087l443,10/5/2020
"Canada, Government of...",CAD,3.50%,2.92%,Aaa,3/1/2028,101.24,101.7,https://markets.businessinsider.com/bonds/finder?borrower=71&maturity=midterm&yield=&bondtype=2%2c3%2c4%2c16&coupon=&currency=184&rating=&country=19,2025-01-11,ca135087p576,10/21/2022
"Canada, Government of...",CAD,3.25%,2.97%,Aaa,9/1/2028,100.43,100.91,https://markets.businessinsider.com/bonds/finder?borrower=71&maturity=midterm&yield=&bondtype=2%2c3%2c4%2c16&coupon=&currency=184&rating=&country=19,2025-01-11,ca135087q491,4/21/2023
"Canada, Government of...",CAD,3.25%,3.32%,Aaa,12/1/2033,98.57,99.23,https://markets.businessinsider.com/bonds/finder?borrower=71&maturity=midterm&yield=&bondtype=2%2c3%2c4%2c16&coupon=&currency=184&rating=&country=19,2025-01-11,ca135087q723,6/26/2023
"Canada, Government of...",CAD,3.25%,3.32%,Aaa,12/1/2034,98.35,98.65,https://markets.businessinsider.com/bonds/finder?borrower=71&maturity=midterm&yield=&bondtype=2%2c3%2c4%2c16&coupon=&currency=184&rating=&country=19,2025-01-11,ca135087s216,7/12/2024
"Canada, Government of...",CAD,2.50%,3.25%,Aaa,12/1/2032,94.03,94.51,https://markets.businessinsider.com/bonds/finder?borrower=71&maturity=midterm&yield=&bondtype=2%2c3%2c4%2c16&coupon=&currency=184&rating=&country=19,2025-01-11,ca135087p329,8/8/2022
"Canada, Government of...",CAD,3.00%,2.95%,Aaa,2/1/2027,99.75,99.98,https://markets.businessinsider.com/bonds/finder?p=1&borrower=71&maturity=shortterm&yield=&bondtype=2%2c3%2c4%2c16&coupon=&currency=184&rating=&country=19,2025-01-12,ca135087s547,11/1/2024
"Canada, Government of...",CAD,3.00%,2.95%,Aaa,4/1/2026,99.87,99.95,https://markets.businessinsider.com/bonds/finder?p=1&borrower=71&maturity=shortterm&yield=&bondtype=2%2c3%2c4%2c16&coupon=&currency=184&rating=&country=19,2025-01-12,ca135087p816,1/20/2023
"Canada, Government of...",CAD,3.75%,3.05%,Aaa,5/1/2025,100.14,100.21,https://markets.businessinsider.com/bonds/finder?p=1&borrower=71&maturity=shortterm&yield=&bondtype=2%2c3%2c4%2c16&coupon=&currency=184&rating=&country=19,2025-01-12,ca135087q319,2/10/2023
"Canada, Government of...",CAD,3.50%,3.04%,Aaa,8/1/2025,100.14,100.22,https://markets.businessinsider.com/bonds/finder?p=1&borrower=71&maturity=shortterm&yield=&bondtype=2%2c3%2c4%2c16&coupon=&currency=184&rating=&country=19,2025-01-12,ca135087q640,5/12/2023
"Canada, Government of...",CAD,4.00%,2.97%,Aaa,8/3/2026,101.29,101.51,https://markets.businessinsider.com/bonds/finder?p=1&borrower=71&maturity=shortterm&yield=&bondtype=2%2c3%2c4%2c16&coupon=&currency=184&rating=&country=19,2025-01-12,ca135087r978,5/6/2024
"Canada, Government of...",CAD,1.25%,3.26%,Aaa,3/1/2025,99.7,99.77,https://markets.businessinsider.com/bonds/finder?p=1&borrower=71&maturity=shortterm&yield=&bondtype=2%2c3%2c4%2c16&coupon=&currency=184&rating=&country=19,2025-01-12,ca135087k528,10/11/2019
"Canada, Government of...",CAD,2.75%,2.92%,Aaa,9/1/2027,99.21,99.3,https://markets.businessinsider.com/bonds/finder?p=1&borrower=71&maturity=shortterm&yield=&bondtype=2%2c3%2c4%2c16&coupon=&currency=184&rating=&country=19,2025-01-12,ca135087n837,5/13/2022
"Canada, Government of...",CAD,1.00%,2.88%,Aaa,9/1/2026,96.8,96.88,https://markets.businessinsider.com/bonds/finder?p=1&borrower=71&maturity=shortterm&yield=&bondtype=2%2c3%2c4%2c16&coupon=&currency=184&rating=&country=19,2025-01-12,ca135087l930,4/16/2021
"Canada, Government of...",CAD,0.25%,2.97%,Aaa,3/1/2026,96.85,96.93,https://markets.businessinsider.com/bonds/finder?p=1&borrower=71&maturity=shortterm&yield=&bondtype=2%2c3%2c4%2c16&coupon=&currency=184&rating=&country=19,2025-01-12,ca135087l518,10/9/2020
"Canada, Government of...",CAD,2.25%,3.12%,Aaa,6/1/2025,99.58,99.66,https://markets.businessinsider.com/bonds/finder?p=1&borrower=71&maturity=shortterm&yield=&bondtype=2%2c3%2c4%2c16&coupon=&currency=184&rating=&country=19,2025-01-12,ca135087d507,6/30/2014
"Canada, Government of...",CAD,3.00%,3.01%,Aaa,10/1/2025,99.86,99.94,https://markets.businessinsider.com/bonds/finder?p=1&borrower=71&maturity=shortterm&yield=&bondtype=2%2c3%2c4%2c16&coupon=&currency=184&rating=&country=19,2025-01-12,ca135087p246,7/25/2022
"Canada, Government of...",CAD,4.00%,2.98%,Aaa,5/1/2026,101.07,101.31,https://markets.businessinsider.com/bonds/finder?p=1&borrower=71&maturity=shortterm&yield=&bondtype=2%2c3%2c4%2c16&coupon=&currency=184&rating=&country=19,2025-01-12,ca135087r556,2/12/2024
"Canada, Government of...",CAD,0.50%,3.03%,Aaa,9/1/2025,98.33,98.41,https://markets.businessinsider.com/bonds/finder?p=1&borrower=71&maturity=shortterm&yield=&bondtype=2%2c3%2c4%2c16&coupon=&currency=184&rating=&country=19,2025-01-12,ca135087k940,4/3/2020
"Canada, Government of...",CAD,3.25%,3.27%,Aaa,11/1/2026,-,-,https://markets.businessinsider.com/bonds/finder?p=1&borrower=71&maturity=shortterm&yield=&bondtype=2%2c3%2c4%2c16&coupon=&currency=184&rating=&country=19,2025-01-12,ca135087s398,8/2/2024
"Canada, Government of...",CAD,9.00%,3.04%,Aaa,6/1/2025,102.11,102.33,https://markets.businessinsider.com/bonds/finder?p=1&borrower=71&maturity=shortterm&yield=&bondtype=2%2c3%2c4%2c16&coupon=&currency=184&rating=&country=19,2025-01-12,ca135087vh40,8/2/1994
"Canada, Government of...",CAD,1.25%,2.90%,Aaa,3/1/2027,96.33,96.42,https://markets.businessinsider.com/bonds/finder?p=1&borrower=71&maturity=shortterm&yield=&bondtype=2%2c3%2c4%2c16&coupon=&currency=184&rating=&country=19,2025-01-12,ca135087m847,10/15/2021
"Canada, Government of...",CAD,1.00%,2.82%,Aaa,6/1/2027,95.03,96.06,https://markets.businessinsider.com/bonds/finder?p=1&borrower=71&maturity=shortterm&yield=&bondtype=2%2c3%2c4%2c16&coupon=&currency=184&rating=&country=19,2025-01-12,ca135087f825,8/3/2016
"Canada, Government of...",CAD,1.50%,3.20%,Aaa,4/1/2025,99.59,99.67,https://markets.businessinsider.com/bonds/finder?p=1&borrower=71&maturity=shortterm&yield=&bondtype=2%2c3%2c4%2c16&coupon=&currency=184&rating=&country=19,2025-01-12,ca135087n340,1/24/2022
"Canada, Government of...",CAD,4.50%,3.00%,Aaa,11/1/2025,101.03,101.13,https://markets.businessinsider.com/bonds/finder?p=1&borrower=71&maturity=shortterm&yield=&bondtype=2%2c3%2c4%2c16&coupon=&currency=184&rating=&country=19,2025-01-12,ca135087q806,8/4/2023
"Canada, Government of...",CAD,3.75%,-,Aaa,2/1/2025,99.96,100.04,https://markets.businessinsider.com/bonds/finder?p=1&borrower=71&maturity=shortterm&yield=&bondtype=2%2c3%2c4%2c16&coupon=&currency=184&rating=&country=19,2025-01-12,ca135087p659,11/2/2022
"Canada, Government of...",CAD,4.50%,3.00%,Aaa,11/1/2025,101.03,101.13,https://markets.businessinsider.com/bonds/finder?p=2&borrower=71&maturity=shortterm&yield=&bondtype=2%2c3%2c4%2c16&coupon=&currency=184&rating=&country=19,2025-01-12,ca135087q806,8/4/2023
"Canada, Government of...",CAD,0.50%,3.03%,Aaa,9/1/2025,98.33,98.41,https://markets.businessinsider.com/bonds/finder?p=2&borrower=71&maturity=shortterm&yield=&bondtype=2%2c3%2c4%2c16&coupon=&currency=184&rating=&country=19,2025-01-12,ca135087k940,4/3/2020
"Canada, Government of...",CAD,3.25%,3.27%,Aaa,11/1/2026,-,-,https://markets.businessinsider.com/bonds/finder?p=2&borrower=71&maturity=shortterm&yield=&bondtype=2%2c3%2c4%2c16&coupon=&currency=184&rating=&country=19,2025-01-12,ca135087s398,8/2/2024
"Canada, Government of...",CAD,9.00%,3.04%,Aaa,6/1/2025,102.11,102.33,https://markets.businessinsider.com/bonds/finder?p=2&borrower=71&maturity=shortterm&yield=&bondtype=2%2c3%2c4%2c16&coupon=&currency=184&rating=&country=19,2025-01-12,ca135087vh40,8/2/1994
"Canada, Government of...",CAD,2.00%,2.94%,Aaa,6/1/2028,96.62,96.74,https://markets.businessinsider.com/bonds/finder?borrower=71&maturity=midterm&yield=&bondtype=2%2c3%2c4%2c16&coupon=&currency=184&rating=&country=19,2025-01-12,ca135087h235,8/1/2017
"Canada, Government of...",CAD,2.25%,2.94%,Aaa,6/1/2029,96.62,97.08,https://markets.businessinsider.com/bonds/finder?borrower=71&maturity=midterm&yield=&bondtype=2%2c3%2c4%2c16&coupon=&currency=184&rating=&country=19,2025-01-12,ca135087j397,7/27/2018
"Canada, Government of...",CAD,0.50%,3.12%,Aaa,12/1/2030,85.39,85.87,https://markets.businessinsider.com/bonds/finder?borrower=71&maturity=midterm&yield=&bondtype=2%2c3%2c4%2c16&coupon=&currency=184&rating=&country=19,2025-01-12,ca135087l443,10/5/2020
"Canada, Government of...",CAD,1.50%,3.17%,Aaa,6/1/2031,89.76,90.26,https://markets.businessinsider.com/bonds/finder?borrower=71&maturity=midterm&yield=&bondtype=2%2c3%2c4%2c16&coupon=&currency=184&rating=&country=19,2025-01-12,ca135087m276,4/26/2021
"Canada, Government of...",CAD,1.50%,3.21%,Aaa,12/1/2031,88.93,89.39,https://markets.businessinsider.com/bonds/finder?borrower=71&maturity=midterm&yield=&bondtype=2%2c3%2c4%2c16&coupon=&currency=184&rating=&country=19,2025-01-12,ca135087n266,10/25/2021
"Canada, Government of...",CAD,2.00%,3.23%,Aaa,6/1/2032,91.29,91.77,https://markets.businessinsider.com/bonds/finder?borrower=71&maturity=midterm&yield=&bondtype=2%2c3%2c4%2c16&coupon=&currency=184&rating=&country=19,2025-01-12,ca135087n597,3/16/2022
"Canada, Government of...",CAD,2.25%,3.07%,Aaa,12/1/2029,95.61,96.47,https://markets.businessinsider.com/bonds/finder?borrower=71&maturity=midterm&yield=&bondtype=2%2c3%2c4%2c16&coupon=&currency=184&rating=&country=19,2025-01-12,ca135087n670,3/29/2022
"Canada, Government of...",CAD,2.50%,3.25%,Aaa,12/1/2032,94.03,94.51,https://markets.businessinsider.com/bonds/finder?borrower=71&maturity=midterm&yield=&bondtype=2%2c3%2c4%2c16&coupon=&currency=184&rating=&country=19,2025-01-12,ca135087p329,8/8/2022
"Canada, Government of...",CAD,3.50%,2.92%,Aaa,3/1/2028,101.24,101.7,https://markets.businessinsider.com/bonds/finder?borrower=71&maturity=midterm&yield=&bondtype=2%2c3%2c4%2c16&coupon=&currency=184&rating=&country=19,2025-01-12,ca135087p576,10/21/2022
"Canada, Government of...",CAD,3.25%,2.97%,Aaa,9/1/2028,100.43,100.91,https://markets.businessinsider.com/bonds/finder?borrower=71&maturity=midterm&yield=&bondtype=2%2c3%2c4%2c16&coupon=&currency=184&rating=&country=19,2025-01-12,ca135087q491,4/21/2023
"Canada, Government of...",CAD,3.25%,3.32%,Aaa,12/1/2033,98.57,99.23,https://markets.businessinsider.com/bonds/finder?borrower=71&maturity=midterm&yield=&bondtype=2%2c3%2c4%2c16&coupon=&currency=184&rating=&country=19,2025-01-12,ca135087q723,6/26/2023
